house_id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_basement,yr_built,yr_renovated,street,city
3387,410000,3,2,1250,7700,1,5,0,1968,0,7202 121st Pl SE,Newcastle
3388,578000,4,3,2070,5415,2,3,0,1996,0,25024 SE 41st Dr,Issaquah
3389,1280000,4,4,4660,17398,2,3,0,2003,0,17069 SE 65th Pl,Bellevue
3390,395000,2,2,1350,1493,2,3,300,2007,0,4313 SW Willow St,Seattle
3391,364000,3,3,1800,2790,2,3,0,2011,0,3011 SW Bataan St,Seattle
3392,240000,3,2,1481,2820,2,3,0,2012,1912,42 43rd Ct NE,Auburn
3393,328423,3,3,1730,3600,2,3,0,2014,0,11341-11399 4th Pl SW,Seattle
3394,594000,4,3,2720,4613,2,3,0,2005,0,8827 NE 148th Pl,Kenmore
3395,425000,3,3,2320,2267,3,3,0,2009,0,10134 Holman Rd NW,Seattle
3396,309620,3,3,1860,3730,2,3,0,2012,1912,1 View Ln NE,Duvall
3397,260000,5,3,2025,7760,2,3,0,2007,0,122 Greenlake Pl,Pacific
3398,563500,3,3,1400,1312,3,3,0,2007,0,3637 Phinney Ave N,Seattle
3399,975000,5,3,2620,5477,2,3,0,2009,0,3655 NE 73rd St,Seattle
3400,937000,3,2,2450,2691,2,3,700,1915,0,206 W Boston St,Seattle
3401,518500,3,4,1590,1102,3,3,0,2010,0,769 N 74th St,Seattle
3402,563500,4,2,2085,174240,1,3,475,1964,2000,3707 295th Ave SE,Fall City
3403,1050000,4,4,3450,7832,2,3,0,2007,0,4564 162nd Ln SE,Bellevue
3404,350000,3,2,1780,16290,2,4,0,1987,0,15617 160th Ct SE,Renton
3405,826000,4,3,3060,7140,2,3,0,2006,0,2401 NE Daphne St,Issaquah
3406,225000,3,2,1700,11475,1,5,730,1945,0,238 SW 132nd St,Burien
3407,235867,4,2,1330,5926,1,4,0,1942,1982,2109 NE 8th St,Renton
3408,399000,4,3,3060,5000,2,3,0,2001,0,16126 SE 249th Pl,Covington
3409,177500,3,2,1220,6000,1,3,0,1968,1997,472-598 Lind Ave NW,Renton
3410,224000,4,2,1600,9289,1,4,0,1959,0,214-220 N St NE,Auburn
3411,302000,4,2,1530,17664,1,3,0,1968,1997,16411 139th Pl SE,Renton
3412,760000,3,3,1980,13964,1,5,0,1959,0,4201-4213 Island Crest Way,Mercer Island
3413,460000,3,3,1730,8490,1,3,520,1969,2010,9037 NE 132nd Pl,Kirkland
3414,415000,3,1,1170,6700,1,3,0,1957,2000,3510 NE 115th St,Seattle
3415,669000,2,2,1950,10766,1,4,790,1952,0,3533 SW 171st St,Burien
3416,254600,3,2,1470,20000,1,4,0,1968,0,19627 SE Auburn-Black Diamond Rd,Auburn
3417,357250,3,2,1400,8840,1,4,0,1952,0,1721 NE 136th St,Seattle
3418,910000,4,4,4040,50479,2,3,0,1987,2000,13417 218th Ave NE,Woodinville
3419,725000,6,3,3110,5000,1,5,1300,1921,0,812 N 47th St,Seattle
3420,670000,3,2,1490,4400,1,4,0,1906,1990,933 32nd Ave,Seattle
3421,440000,4,2,1770,5750,2,3,0,1947,2012,4527 48th Ave SW,Seattle
3422,1025000,4,4,3320,19850,1,4,1280,1977,0,8434 W Mercer Way,Mercer Island
3423,320000,2,1,950,5316,1,3,0,1948,1994,3743 Belvidere Ave SW,Seattle
3424,310000,4,3,2430,5499,2,3,0,2002,0,16218 163rd Pl SE,Covington
3425,772650,4,3,2660,10800,1,3,0,1955,2014,12345 SE 23rd Pl,Bellevue
3426,669950,4,3,2670,11877,2,3,0,1996,0,2522 227th Pl NE,Sammamish
3427,690000,5,4,2720,7598,2,3,860,1993,0,8921 42nd Ave NE,Seattle
3428,385000,4,3,3200,22651,1,5,1590,1970,0,23310 118th Pl SE,Kent
3429,663000,3,3,2480,37843,1,4,0,1974,0,7030 SW Maury Park Rd,Vashon
3430,300000,3,2,1780,10395,1,3,0,1967,2011,14229 SE 165th Pl,Renton
3431,225500,2,2,1590,11276,1,4,0,1972,0,936 Pike Pl NE,Auburn
3432,320000,3,2,1550,34175,1,3,0,1999,0,48115 SE Mt Si Rd,North Bend
3433,775000,3,3,2850,14800,1,4,930,1976,1992,4904 145th Ave SE,Bellevue
3434,805000,3,3,2600,5875,1,5,1000,1929,0,5710 SW Admiral Way,Seattle
3435,252750,4,1,1230,7410,1,3,0,1944,0,650 SW 137th St,Burien
3436,254000,5,2,2080,16117,1,5,340,1959,0,28830 34th Ave S,Auburn
3437,620000,6,4,3600,6875,2,3,860,2004,2003,6731 Silent Creek Ave SE,Snoqualmie
3438,435000,4,3,2110,8751,1,3,600,1962,2003,18447-18509 94th Ave NE,Bothell
3439,460000,4,3,2550,19017,1,4,1250,1961,2001,19259-19499 40th Pl NE,Lake Forest Park
3440,268000,3,3,1650,6684,2,3,0,1991,0,11813 SE 219th Pl,Kent
3441,446000,2,2,1370,1221,2,3,290,2008,0,207 20th Ave,Seattle
3442,285000,2,1,1010,7200,1,3,0,1975,0,18716 35th Ave NE,Lake Forest Park
3443,530000,3,2,2330,26571,2,3,0,1987,2000,13607 SE 10th St,Bellevue
3444,402000,2,1,620,2475,1,5,0,1911,1984,5001-5099 11th Ave NW,Seattle
3445,358000,3,2,2450,12497,1,4,0,1967,0,7670 10th Ave NW,Snoqualmie
3446,354950,4,3,2530,7350,1,5,1250,1977,0,32148-32298 33rd Ave SW,Federal Way
3447,405000,4,3,2220,4652,2,3,0,2001,0,4839 NE 5th St,Renton
3448,568000,4,2,2110,265716,1,4,0,1979,0,5519 236th Ave NE,Redmond
3449,575000,5,3,3690,49709,1,3,1000,1960,2012,23444 10th Ave S,Des Moines
3450,315000,4,3,1940,10200,1,4,800,1977,0,20825 135th Ave SE,Kent
3451,280927,4,2,2070,7350,2,4,0,1977,0,26732 Carnaby Way,Kent
3452,440000,4,3,2160,7826,1,4,770,1976,1992,20111 47th Ave NE,Lake Forest Park
3453,270000,4,2,2600,9900,1,3,1000,1965,1993,7703 S 128th St,Seattle
3454,755000,4,3,2880,4000,1,3,780,1912,2000,2101 31st Ave S,Seattle
3455,289659,4,2,2260,7200,2,4,0,1984,0,21114-21120 119th Ave SE,Kent
3456,555000,5,3,3640,6930,2,3,0,2004,2003,24709 SE 278th St,Maple Valley
3457,450000,3,2,1530,23660,1,3,0,1952,2008,3210 NE 163rd St,Lake Forest Park
3458,1145000,3,3,2490,4000,2,5,820,1918,0,2407 4th Ave N,Seattle
3459,495000,3,2,1440,11787,1,3,0,1983,2009,22913 NE 20th Pl,Sammamish
3460,1250000,3,3,3760,8500,2,4,700,1910,0,5118 SW Waite St,Seattle
3461,580000,4,2,1720,6975,1,3,300,1975,0,4528 165th Ave NE,Redmond
3462,560000,4,3,2480,16360,1,5,970,1959,0,18500-18560 58th Ave NE,Kenmore
3463,1080000,4,4,3990,5267,2,3,0,2008,0,16141 SE 45th Pl,Bellevue
3464,450000,2,2,840,3340,1,3,140,1912,1994,5516 2nd Ave NW,Seattle
3465,815000,3,2,2270,11989,1,4,0,1968,0,6600 mango St,Mercer Island
3466,354000,4,3,2580,5476,2,3,0,2005,0,10125 SE 220th Pl,Kent
3467,279900,3,2,1580,6620,1,3,0,1988,2000,2401 S 359th St,Federal Way
3468,339000,2,1,950,7954,1,4,0,1941,1998,2016 S Pearl St,Seattle
3469,1340000,4,4,3190,5040,2,3,1030,2003,0,1120 33rd Ave S,Seattle
3470,710000,3,3,3740,136915,2,3,640,1990,2009,16469 Marine View Dr SW,Burien
3471,815000,4,3,2620,4743,1,4,1310,1949,1985,3311 NW 75th St,Seattle
3472,800000,3,2,2080,75794,1,3,0,1958,2004,11406 NE 112th St,Kirkland
3473,638000,3,2,1660,3729,1,5,690,1922,1956,6318 SW Marguerite Ct,Seattle
3474,475580,3,2,1520,11085,1,3,0,1983,2009,20331 NE 40th Ct,Sammamish
3475,243800,3,1,1140,27760,1,4,0,1981,0,27529 SE High Point Way,Issaquah
3476,600000,3,3,3240,8016,2,3,330,2004,2003,35019 SE Curtis Dr,Snoqualmie
3477,620000,3,2,2460,41343,1,4,0,1988,0,23857 SE 98th Pl,Issaquah
3478,750000,4,3,1750,5080,1,3,0,1903,2005,1447 21st Ave,Seattle
3479,626000,3,2,2430,5000,2,4,670,1945,0,6723 12th Ave NW,Seattle
3480,230000,3,1,1060,9946,1,4,0,1956,0,17736 41st Ave S,SeaTac
3481,537000,3,3,2410,7479,2,3,0,1942,1988,3715 NE 153rd St,Lake Forest Park
3482,210000,2,1,720,8040,1,3,0,1943,2002,15252 20th Ave SW,Burien
3483,200500,3,2,1260,9346,1,4,0,1963,0,11612 SE 258th St,Kent
3484,253500,3,1,1640,12384,1,4,550,1954,1979,2628 S 309th St,Federal Way
3485,150000,3,1,1310,9612,1,3,350,1962,2003,34025 39th Ave S,Auburn
3486,440000,3,2,2120,6290,1,4,900,1949,1985,4231 Powell Pl S,Seattle
3487,667000,3,2,3320,478288,1,4,1060,1933,1982,40201 292nd Ave SE,Enumclaw
3488,660000,3,1,1210,9622,1,3,0,1955,2009,12016 SE 42nd St,Bellevue
3489,695000,3,3,2590,12063,2,3,0,1993,0,5633 165th Pl SE,Bellevue
3490,440000,4,3,2250,7526,2,3,0,1989,0,5120 NE 23rd St,Renton
3491,1388000,4,3,4040,20001,1,3,2020,1972,2001,3418 96th Ave NE,Clyde Hill
3492,219500,3,1,1090,6710,1,5,0,1912,0,116 J St SE,Auburn
3493,220000,3,2,1660,15600,2,3,0,1981,2013,38205 45th Ave S,Auburn
3494,270000,2,1,1780,81021,1,4,0,1954,1979,36816 55th Ave S,Auburn
3495,900000,4,4,3370,5000,2,3,900,2008,0,3460 38th Ave SW,Seattle
3496,1990000,5,3,4480,5000,2,5,1060,1902,0,923 14th Ave E,Seattle
3497,800000,4,3,2990,16809,2,3,0,1990,2009,19745 NE 127th Pl,Woodinville
3498,365000,5,2,2280,19000,1,3,0,1924,2011,14937 20th Ave SW,Burien
3499,1387800,3,3,2480,5500,2,3,750,1950,2005,2855 36th Ave W,Seattle
3500,451000,5,3,2830,8925,1,3,0,1967,2011,12112 NE 143rd Pl,Kirkland
3501,202000,2,1,920,7569,1,4,0,1950,1983,12120-12198 24th Ave S,Burien
3502,1410000,4,2,3250,16684,2,3,0,1979,2014,2520 Medina Cir,Medina
3503,471000,2,2,1240,6417,1,5,0,1924,1956,6528 37th Ave SW,Seattle
3504,827000,4,3,3230,12100,1,3,1360,1977,2004,4613 146th Pl SE,Bellevue
3505,235000,5,3,2500,9583,1,3,1200,1979,2014,1630 S 231st Pl,Des Moines
3506,216500,2,2,1390,4482,1,4,0,1980,0,24801-24805 11th Ave S,Des Moines
3507,359000,5,2,1940,6654,1,4,0,1953,1983,15212 20th Ave SW,Burien
3508,252500,3,2,1900,8002,1,3,0,1991,0,1209 SW 347th Pl,Federal Way
3509,370000,3,2,2380,14500,1,4,530,1961,2001,6340 NE 196th St,Kenmore
3510,663000,3,2,1480,3876,1,5,620,1928,1970,7028 20th Ave NW,Seattle
3511,971971,4,4,3460,6738,2,3,0,2013,1923,14626 Renton Issaquah Rd SE,Renton
3512,420000,3,2,1444,249126,1,3,0,2008,0,21700-21712 119th Ave SW,Vashon
3513,330675,4,3,1930,3031,1,3,730,2006,0,26418 NE Anderson St,Duvall
3514,240000,4,1,1200,2171,1,3,0,1933,0,10720 Stone Ave N,Seattle
3515,334888,3,3,1769,7324,2,3,0,2012,1912,11515 SE 302nd Ct,Auburn
3516,414000,3,3,2490,4540,2,3,0,2012,1912,4724 NE 14th St,Renton
3517,782900,4,3,3060,3898,2,3,760,2014,0,2354 NW Harmony Way,Issaquah
3518,525000,4,3,3030,6625,2,3,0,2011,0,4924 SE 2nd Pl,Renton
3519,429900,3,3,2370,5353,2,3,0,2009,0,14522 271st Ct NE,Duvall
3520,390000,3,3,1370,913,2,3,270,2006,0,4438 44th Ave SW,Seattle
3521,224000,3,2,1500,11968,1,3,0,2014,0,32428-32598 5th Ave,Black Diamond
3522,257500,3,2,1715,6819,2,3,0,1995,0,533 S 330th Pl,Federal Way
3523,665000,2,1,1110,3200,1,3,0,1925,2002,1604 1st Ave W,Seattle
3524,327000,5,3,2400,8050,2,3,0,1998,2006,5020 Quincy Ave SE,Auburn
3525,425000,3,1,1520,213444,1,5,0,1988,0,10500 185th Ave SE,Renton
3526,687500,4,3,3190,10970,2,3,0,1994,0,2632 232nd Pl SE,Sammamish
3527,672500,3,2,2400,5300,1,4,1150,1939,1989,8022 22nd Ave NW,Seattle
3528,140000,3,1,1060,7473,1,3,0,1959,1989,25826 19th Ave S,Des Moines
3529,215500,2,2,1220,15600,1,3,0,1972,2002,35301-35323 56th Ave S,Auburn
3530,464900,4,2,2020,8424,1,4,640,1979,0,14008 81st Ave NE,Kirkland
3531,417000,4,2,2300,7700,1,3,920,1959,1989,535 NE 117th St,Seattle
3532,453000,4,3,2300,37533,1,5,750,1979,0,7707 SW 259th St,Vashon
3533,700000,3,3,1660,1545,2,3,260,2002,0,813 2nd Ave N,Seattle
3534,1619999,4,3,3900,9750,1,5,1380,1972,0,4720 Somerset Ave SE,Bellevue
3535,259500,3,2,1650,12349,1,3,0,1957,2000,4104 S 179th St,SeaTac
3536,460000,4,3,2110,35091,1,4,820,1985,0,24434 SE Mirrormont Blvd,Issaquah
3537,561500,3,2,1960,6380,1,4,980,1939,1989,1035 NE 95th St,Seattle
3538,641000,4,3,2770,63118,2,3,0,1997,0,6338 284th Way NE,Carnation
3539,330000,4,2,2440,7350,1,3,830,1978,0,3716 S 253rd Pl,Kent
3540,447000,2,1,1320,8380,1,3,0,1953,0,10356 Dibble Ave NW,Seattle
3541,320000,4,3,2570,4865,2,3,0,2005,0,27102 227th Pl SE,Maple Valley
3542,212700,2,1,940,5040,1,3,0,1926,2003,7157 32nd Ave SW,Seattle
3543,260000,2,1,700,4800,1,3,0,1922,2008,1518 25th Ave,Seattle
3544,410000,3,2,1400,45738,2,4,0,1981,0,26907 94th Ave SW,Vashon
3545,355000,4,3,1890,7867,2,3,0,1996,0,24920-24925 235th Way SE,Maple Valley
3546,275500,2,1,720,11400,1,5,0,1951,0,18529 Ashworth Ave N,Shoreline
3547,415000,3,2,2410,8944,1,4,550,1967,0,17051 151st Ave SE,Renton
3548,279000,3,3,1630,7950,1,3,310,1985,0,20101 137th Ave SE,Kent
3549,350000,5,2,2330,14322,1,4,1150,1968,0,13826 SE 141st St,Renton
3550,355000,2,2,1330,10838,2,3,0,1985,0,19228 73rd Ave NE,Kenmore
3551,750000,4,2,3190,11597,2,3,890,1984,0,2513 225th Pl NE,Sammamish
3552,235000,3,2,1400,6300,1,3,0,1998,2006,1783 Loraine St,Enumclaw
3553,209950,3,1,970,9583,1,4,0,1967,0,33235 26th Ave SW,Federal Way
3554,230000,3,2,1010,9600,1,5,0,1969,0,18827 SE 244th Pl,Covington
3555,725000,3,3,3580,54450,1,3,0,1990,2009,23115 SE 222nd St,Maple Valley
3556,430000,2,1,1050,2570,1,5,200,1927,0,6520-6588 8th Ave NW,Seattle
3557,661500,5,3,2500,7200,1,4,1010,1977,0,16426 NE 107th Pl,Redmond
3558,738000,3,3,2630,4896,2,3,0,2006,0,10342 155th Ave NE,Redmond
3559,1820000,4,5,6640,53330,2,3,0,1993,0,21909 NE 141st St,Woodinville
3560,221000,3,1,910,8789,1,3,0,1966,1963,636 S 188th St,Seattle
3561,665000,3,3,2610,35000,2,3,0,1988,2000,15325 179th Ave NE,Woodinville
3562,255000,3,3,1720,6194,2,3,0,1998,2006,5130 Francis Ct SE,Auburn
3563,1195000,5,3,3650,13297,2,5,900,1969,0,5912 83rd Pl SE,Mercer Island
3564,355000,3,2,2040,22693,1,4,0,1980,0,15125 SE 278th Pl,Kent
3565,755000,5,3,3260,24300,1,4,950,1950,1983,5121 NE 180th St,Lake Forest Park
3566,300000,3,2,1590,8911,1,3,0,1956,2001,6615 NE 154th St,Kenmore
3567,500000,4,1,1440,7100,1,3,0,1906,2014,3006 NW 60th St,Seattle
3568,191000,2,1,900,3400,1,5,0,1905,0,8523 Dallas Ave S,Seattle
3569,315000,6,4,3120,4240,2,4,1030,1993,0,7945 14th Ave SW,Seattle
3570,415000,3,3,1060,1536,2,3,0,2000,0,2922 NW 85th St,Seattle
3571,394000,4,3,3000,9793,2,3,0,2002,0,26309 235th Ave SE,Maple Valley
3572,490000,3,3,2230,5348,2,3,0,2000,0,7325 Heather Ave SE,Snoqualmie
3573,523460,5,2,1890,5000,1,3,800,1906,2014,1126 NW 58th St,Seattle
3574,550000,4,4,4150,16197,2,3,0,2006,0,11824 SE 290th Pl,Auburn
3575,342000,3,2,1780,10409,1,3,500,1981,2013,15634 129th Pl SE,Renton
3576,560000,4,3,2710,6583,2,3,0,2003,0,612 Orcas Ave NE,Renton
3577,1050000,4,4,4390,13833,2,3,1070,2003,0,5160 235th Pl SE,Issaquah
3578,710000,2,2,1640,4080,1,5,100,1916,0,4532 Latona Ave NE,Seattle
3579,1020000,3,2,1670,4800,1,3,0,1903,2005,715 W Howe St,Seattle
3580,399950,3,3,2570,10431,2,3,0,1989,0,9531 S 204th Pl,Kent
3581,480000,2,1,1500,3420,1,3,0,1902,0,4422 Woodlawn Ave N,Seattle
3582,410000,3,1,2710,19000,2,4,0,1950,1983,17449 Sylvester Rd SW,Burien
3583,530000,4,2,2860,48351,1,3,1150,1978,0,18926 NE 183rd St,Woodinville
3584,528000,2,1,840,40642,1,4,0,1937,0,8907 SW Quartermaster Dr,Vashon
3585,469900,4,3,2990,8913,2,4,0,1991,0,18626 136th Pl SE,Renton
3586,397000,5,1,1170,6757,1,4,370,1944,0,14327 24th Ave NE,Seattle
3587,718500,3,2,1200,6240,1,3,170,1952,2008,326 36th Ave E,Seattle
3588,195000,2,1,1020,8100,1,3,0,1940,1996,11819 1st Avenue South,Seattle
3589,285000,2,1,910,8155,1,4,0,1948,0,15322 26th Ave NE,Shoreline
3590,295000,1,1,700,2500,1,4,0,1907,0,4108 25th Ave SW,Seattle
3591,602000,4,2,2420,37800,1,4,540,1981,0,23607 NE 72nd St,Redmond
3592,235000,3,2,1950,8712,1,3,0,1960,2012,18201-18223 114th Ave SE,Renton
3593,465000,4,3,3060,6000,2,3,0,2012,1912,21212 SE 260th St,Maple Valley
3594,234000,4,1,1390,18000,1,3,0,1955,2013,3915 S 238th St,Kent
3595,504200,2,2,1200,1687,3,3,0,2008,0,3467 Meridian Ave N,Seattle
3596,710000,3,3,2440,4153,2,3,0,2003,0,6625 188th Pl NE,Redmond
3597,589500,3,3,2310,3075,2,3,580,2005,0,4405 40th Ave SW,Seattle
3598,415000,3,3,2600,64626,1,3,0,2009,0,69506 NE Money Creek Rd,Skykomish
3599,735000,3,2,1490,1212,2,3,450,2011,0,425 15th Ave E,Seattle
3600,427000,3,3,2432,9391,2,3,0,2005,0,28461 54th Ave S,Federal Way
3601,982000,4,3,3610,8580,2,3,0,2014,0,12440 NE 73rd St,Kirkland
3602,459000,4,3,2530,10000,2,3,0,2013,1923,111 S 192nd St,Burien
3603,483453,4,3,2790,5527,2,3,0,2014,0,897 SE 11th St,North Bend
3604,246950,3,3,1670,4440,1,3,0,2014,0,495 Petersen Dr E,Enumclaw
3605,235000,1,2,1170,1456,2,3,100,2007,0,3003 SW Cycle Ct,Seattle
3606,288790,4,2,1350,942,3,3,0,2008,0,916 4th Ave NE,Issaquah
3607,229800,2,2,1110,1773,2,3,0,2014,0,4217 Renton Ave S,Seattle
3608,516500,1,1,1100,638,3,3,0,2014,0,416 19th Ave E,Seattle
3609,1600000,3,4,2820,7200,2,4,360,1930,0,3221 E Morley Way,Seattle
3610,234000,3,1,1040,8128,1,3,0,1983,2009,26720 NE Stewart St,Duvall
3611,230000,2,2,1910,3376,2,3,0,1980,0,213th Ave SE,Maple Valley
3612,300000,4,1,1370,8499,1,3,0,1949,1998,14709 26th Ave NE,Shoreline
3613,470000,3,2,1500,5000,1,4,360,1927,0,6737-6741 13th Ave NW,Seattle
3614,339900,3,1,1200,9087,1,5,0,1969,0,8860 122nd Ct SE,Newcastle
3615,650000,2,1,1050,2542,1,3,170,1904,0,1723 27th Ave,Seattle
3616,585000,5,3,2670,16777,1,4,1050,1920,0,2500 NE 100th St,Seattle
3617,699900,4,3,2190,11500,1,4,760,1972,0,4421 145th Ave SE,Bellevue
3618,598000,4,3,3130,40918,2,3,0,1994,0,46300 SE 137th St,North Bend
3619,475000,3,3,1700,9100,1,3,540,1998,2006,7318 36th Ave SW,Seattle
3620,314500,3,2,1700,17355,1,3,500,1978,0,26522 214th Ave SE,Maple Valley
3621,397000,3,4,1360,1275,2,3,120,2007,0,1337 14th Ave S,Seattle
3622,345000,3,2,1610,15005,1,4,0,1986,0,31907 NE 102nd Pl,Carnation
3623,325000,5,3,2130,6222,1,3,830,1991,0,4443 S Camano Pl,Seattle
3624,265000,3,1,1800,7650,1,5,0,1957,0,600 Jefferson Ave NE,Renton
3625,402000,4,3,2950,15540,1,4,830,1974,0,24204-24298 142nd Ave SE,Kent
3626,835000,3,2,2120,54014,2,4,0,1964,0,4204 134th Ave NE,Bellevue
3627,780000,4,3,3500,7048,2,3,0,2005,0,8906-8914 236th Ave NE,Redmond
3628,250000,3,2,1440,9220,1,3,0,1965,1993,25816 13th Pl S,Des Moines
3629,1200000,4,2,2120,3360,2,3,0,1905,2010,420 17th Ave E,Seattle
3630,935000,2,3,1780,2067,2,5,0,1974,0,223 98th Ave NE,Bellevue
3631,300000,2,1,960,8153,1,3,0,1947,2012,2610 NE 145th St,Shoreline
3632,419000,2,2,1510,4980,1,3,0,2006,0,13471 Adair Creek Way NE,Redmond
3633,410000,1,2,1010,5750,1,3,0,1911,1948,4611 SW Maple Way,Seattle
3634,1165000,3,3,3790,5001,2,3,980,1989,0,3809 E Alder St,Seattle
3635,461000,3,2,3600,8666,2,4,1200,1948,0,13017 NE 100th St,Kirkland
3636,385000,3,2,1300,7030,1,3,0,1968,1997,13420 121st Ave NE,Kirkland
3637,669500,4,2,2500,4046,1,4,980,1940,2001,8044 20th Ave NW,Seattle
3638,491950,3,2,2090,10733,1,3,650,1958,2004,4401 NE 95th St,Seattle
3639,1230000,3,2,2200,14630,1,3,0,1948,2003,9329 SE Shoreland Dr,Bellevue
3640,560000,3,2,2070,15002,1,3,0,1955,2013,5121 NE 187th St,Lake Forest Park
3641,370000,3,1,1320,7341,1,3,0,1982,0,14744 31st Ave NE,Shoreline
3642,263400,4,2,1360,60548,1,3,400,1960,2012,36656 55th Pl S,Auburn
3643,100000,2,1,930,7623,1,2,0,1942,0,1038 SW 152nd St,Burien
3644,289950,3,3,1760,8584,1,5,0,1937,0,15827 7th Pl S,Burien
3645,263000,3,2,1410,8100,2,3,0,1985,0,22036 SE 268th St,Maple Valley
3646,397500,4,3,2570,7859,2,3,0,1992,0,22200 SE 255th St,Maple Valley
3647,245000,3,3,1300,14197,1,3,440,1996,0,11748 SE 264th St,Kent
3648,535000,3,1,1580,6300,1,3,400,1925,2002,2108 W Bertona St,Seattle
3649,449000,4,3,2960,6031,2,3,0,2005,0,22614 SE 270th Pl,Maple Valley
3650,490000,4,3,2330,3497,2,3,410,2003,0,5294-5296 19th Pl S,Seattle
3651,445800,4,2,2070,39446,1,3,600,1977,2004,20143 47th Ave NE,Lake Forest Park
3652,345000,2,1,970,5750,1,4,0,1932,1958,5601 29th Ave SW,Seattle
3653,327500,3,2,2310,7200,2,3,0,1990,2009,11103 SE 219th Pl,Kent
3654,436500,4,3,2290,11173,2,4,0,1988,0,133rd Ave SE,Renton
3655,550000,3,2,1720,9600,1,4,500,1967,0,5606 160th Ave NE,Redmond
3656,441000,2,2,1190,3400,1,3,200,1919,2001,6008 8th Ave NE,Seattle
3657,406500,2,1,870,5750,1,4,0,1947,1988,4437 49th Ave SW,Seattle
3658,243000,2,2,1068,1758,2,3,0,1990,2009,7231 NE 171st Ln,Kenmore
3659,359500,4,3,2140,10316,2,3,0,1993,0,27721 48th Ave S,Auburn
3660,760000,4,3,3300,165528,2,3,0,1984,0,19014 233rd Ave NE,Woodinville
3661,1925000,5,4,4830,8050,2,4,1120,1914,1945,2653 Cascadia Ave S,Seattle
3662,408000,5,3,2820,6589,1,3,500,1906,2014,7403 48th Ave S,Seattle
3663,480000,4,3,2440,9664,2,3,550,1981,2013,18713 66th Ave NE,Kenmore
3664,875000,4,2,1800,3245,1,4,0,1929,0,2304 N 44th St,Seattle
3665,308000,3,1,1010,8800,1,4,0,1954,1979,5968 44th Ave S,Seattle
3666,880000,4,3,3220,4392,1,4,900,1931,0,5720 Princeton Ave NE,Seattle
3667,1730000,5,4,5000,26540,2,3,1590,2008,0,4419 Ferncroft Rd,Mercer Island
3668,170000,2,1,1200,24792,2,2,0,1976,0,3009 W Ames Lake Dr NE,Redmond
3669,491500,3,2,1470,4322,2,3,0,1985,0,4327 242nd Pl SE,Issaquah
3670,515000,3,3,2600,4506,2,3,0,2003,0,14811 89th Pl NE,Kenmore
3671,550000,4,2,2750,128502,1,2,1250,1958,0,18647 108th Ave SE,Renton
3672,255000,2,1,1320,9967,1,3,380,1919,2001,3822 Martin Luther King Jr Way S,Seattle
3673,635000,3,3,3350,4007,2,3,800,2005,0,10068 NE 142nd Pl,Kirkland
3674,850000,3,3,2650,2387,2,3,820,1920,1979,408 W Lee St,Seattle
3675,265000,2,2,1860,10856,1,3,600,1952,2008,11263-11611 Beacon Ave S,Seattle
3676,349810,3,1,960,8855,1,4,0,1958,1972,137 NE 193rd St,Shoreline
3677,972000,4,2,2010,6300,1,5,400,1937,0,2827 43rd Ave W,Seattle
3678,235000,2,1,900,28800,1,1,0,1928,0,8406 Railroad Ave,Snoqualmie
3679,330000,4,3,2340,11784,2,3,0,1997,0,24200-24498 144th Ave SE,Kent
3680,500000,4,3,3720,15048,3,3,0,1979,2014,10218 147th Ave SE,Renton
3681,570000,3,2,1890,29185,1,3,420,1949,2013,12933 SE 46th Ln,Bellevue
3682,1309500,4,3,2680,12215,1,3,1090,1956,2001,18051 Normandy Terrace SW,Normandy Park
3683,544000,3,3,1460,1613,2,3,280,2007,0,6710 Alonzo Ave NW,Seattle
3684,439000,3,3,3180,7904,1,3,1370,2006,0,2813 NE 4th Ct,Renton
3685,530000,4,2,1980,15086,2,3,0,1981,2013,20703 NE 42nd Pl,Sammamish
3686,427500,2,2,1090,934,3,3,0,2008,0,1700 Dexter Ave N,Seattle
3687,337000,4,3,2230,5970,2,4,0,2002,0,15731 SE 253rd Pl,Covington
3688,1095000,4,3,3330,9143,2,4,0,1995,0,11217 NE 90th St,Kirkland
3689,435000,4,2,1880,3840,1,3,910,1904,0,1101 23rd Ave S,Seattle
3690,765000,5,3,2870,5700,1,3,920,1964,2000,4520 Sunnyside Ave N,Seattle
3691,492650,4,2,2120,9786,1,3,480,1967,2011,520 NW 201st Pl,Shoreline
3692,383962,4,3,2700,6998,2,3,0,2001,0,14911 57th Ave S,Tukwila
3693,950000,4,3,3670,7680,2,3,0,2007,0,2913 NE Davis Loop,Issaquah
3694,457000,3,3,1220,1330,2,3,210,2008,0,8354 11th Ave NW,Seattle
3695,1510000,5,3,4390,11250,2,3,0,2007,0,8442 SE 36th St,Mercer Island
3696,882566,4,3,3560,5265,3,3,0,2014,0,17122 NE 117th St,Redmond
3697,963000,4,3,3530,8589,2,3,0,2007,0,10815 110th Ave NE,Kirkland
3698,345000,4,3,2280,5000,2,3,0,2006,0,27019 228th Pl SE,Maple Valley
3699,2065000,4,4,4350,7965,2,3,0,2013,1923,2000-2098 102nd Ave NE,Bellevue
3700,800000,3,4,3830,221284,2,3,300,1993,0,18810 236th Ave NE,Woodinville
3701,314500,3,2,2050,13303,1,3,0,1993,0,37128 19th Way S,Federal Way
